solarSystemName,solarSystemID,regionID,constellationID,wormholeClass,systemEffect,hour,minute,second,RAText,RADec,isAnom,status,href,notes
J103351,31000594,11000006,21000044,C2,,10,33,51,10h 33m 51s,158.4625,,,,
J103353,31001114,11000012,21000112,C3,,10,33,53,10h 33m 53s,158.47083333333333,,,,
J103400,31002422,11000030,21000304,C6,Red Giant,10,34,0,10h 34m 00s,158.5,,,,
J103404,31000052,11000001,21000315,C1,Wolf-Rayet Star,10,34,4,10h 34m 04s,158.51666666666668,,,,
J103406,31000364,11000004,21000022,C2,Pulsar,10,34,6,10h 34m 06s,158.525,,,,
J103408,31000432,11000004,21000028,C2,Red Giant,10,34,8,10h 34m 08s,158.53333333333333,,,,
J103412,31001810,11000022,21000220,C4,,10,34,12,10h 34m 12s,158.55,,,,
J103414,31002430,11000030,21000305,C6,Red Giant,10,34,14,10h 34m 14s,158.55833333333334,,,,
J103422,31000466,11000005,21000031,C2,Wolf-Rayet Star,10,34,22,10h 34m 22s,158.59166666666667,,,,
J103448,31002178,11000027,21000272,C5,,10,34,48,10h 34m 48s,158.7,,,,
J103453,31001976,11000025,21000244,C5,Black Hole,10,34,53,10h 34m 53s,158.72083333333333,,,,
J103504,31002442,11000030,21000306,C6,,10,35,4,10h 35m 04s,158.76666666666668,,,,
J103512,31000657,11000006,21000050,C2,,10,35,12,10h 35m 12s,158.8,,,,
J103529,31001186,11000013,21000123,C3,,10,35,29,10h 35m 29s,158.87083333333334,,,,
J103533,31000846,11000008,21000069,C2,Magnetar,10,35,33,10h 35m 33s,158.8875,,,,
J103538,31001796,11000022,21000218,C4,,10,35,38,10h 35m 38s,158.90833333333333,,,,
J103547,31000307,11000003,21000016,C1,,10,35,47,10h 35m 47s,158.94583333333333,,,,
J103600,31002078,11000026,21000258,C5,Black Hole,10,36,0,10h 36m 00s,159,,,,
J103604,31000961,11000010,21000088,C3,Wolf-Rayet Star,10,36,4,10h 36m 04s,159.01666666666668,,,,
J103615,31002261,11000028,21000283,C5,,10,36,15,10h 36m 15s,159.0625,,,,
J103619,31000864,11000008,21000070,C2,Pulsar,10,36,19,10h 36m 19s,159.07916666666668,,,,
J103631,31001719,11000021,21000205,C4,,10,36,31,10h 36m 31s,159.12916666666666,,,,
J103653,31000965,11000010,21000089,C3,,10,36,53,10h 36m 53s,159.22083333333333,,,,
J103701,31002481,11000025,21000244,C5,,10,37,1,10h 37m 01s,159.25416666666666,,,,
J103704,31001491,11000018,21000170,C4,Magnetar,10,37,4,10h 37m 04s,159.26666666666668,,,,
J103716,31000459,11000005,21000031,C2,,10,37,16,10h 37m 16s,159.31666666666666,,,,
J103724,31001292,11000014,21000140,C3,Red Giant,10,37,24,10h 37m 24s,159.35,,,,
J103727,31001920,11000024,21000237,C5,,10,37,27,10h 37m 27s,159.3625,,,,
J103731,31001382,11000016,21000154,C4,,10,37,31,10h 37m 31s,159.37916666666666,,,,
J103800,31002383,11000030,21000299,C6,Red Giant,10,38,0,10h 38m 00s,159.5,,,,
J103812,31002294,11000029,21000287,C5,,10,38,12,10h 38m 12s,159.55,,,,
J103839,31000420,11000004,21000027,C2,Wolf-Rayet Star,10,38,39,10h 38m 39s,159.6625,,,,
J103854,31000661,11000006,21000051,C2,,10,38,54,10h 38m 54s,159.725,,,,
J103907,31001842,11000022,21000225,C4,,10,39,7,10h 39m 07s,159.77916666666667,,,,
J103924,31000707,11000007,21000055,C2,,10,39,24,10h 39m 24s,159.85,,,,
J103948,31000426,11000004,21000027,C2,,10,39,48,10h 39m 48s,159.95,,,,
J103955,31000940,11000010,21000085,C3,Cataclysmic Variable,10,39,55,10h 39m 55s,159.97916666666666,,,,
J103959,31001939,11000024,21000239,C5,,10,39,59,10h 39m 59s,159.99583333333334,,,,
J104001,31001366,11000015,21000151,C3,,10,40,1,10h 40m 01s,160.00416666666666,,,,
J104008,31000387,11000004,21000024,C2,,10,40,8,10h 40m 08s,160.03333333333333,,,,
J104029,31000759,11000008,21000060,C2,,10,40,29,10h 40m 29s,160.12083333333334,,,,
J104037,31002447,11000030,21000307,C6,,10,40,37,10h 40m 37s,160.15416666666667,,,,
J104103,31000212,11000002,21000007,C1,,10,41,3,10h 41m 03s,160.2625,,,,
J104115,31000493,11000005,21000034,C2,,10,41,15,10h 41m 15s,160.3125,,,,
J104136,31002451,11000030,21000308,C6,,10,41,36,10h 41m 36s,160.4,,,,
J104138,31000113,11000001,21000321,C1,Magnetar,10,41,38,10h 41m 38s,160.40833333333333,,,,
J104140,31000066,11000001,21000317,C1,,10,41,40,10h 41m 40s,160.41666666666666,,,,
J104201,31000343,11000003,21000020,C1,,10,42,1,10h 42m 01s,160.50416666666666,,,,
J104210,31000491,11000005,21000034,C2,Pulsar,10,42,10,10h 42m 10s,160.54166666666666,,,,
J104216,31001949,11000024,21000240,C5,,10,42,16,10h 42m 16s,160.56666666666666,,,,
J104218,31002164,11000027,21000270,C5,,10,42,18,10h 42m 18s,160.575,,,,
J104253,31000362,11000004,21000021,C2,,10,42,53,10h 42m 53s,160.72083333333333,,,,
J104311,31001429,11000016,21000161,C4,Black Hole,10,43,11,10h 43m 11s,160.79583333333332,,,,
J104321,31000749,11000007,21000059,C2,,10,43,21,10h 43m 21s,160.8375,,,,
J104328,31000503,11000005,21000035,C2,,10,43,28,10h 43m 28s,160.86666666666667,,,,
J104330,31001332,11000015,21000146,C3,,10,43,30,10h 43m 30s,160.875,,,,
J104335,31000231,11000002,21000009,C1,Wolf-Rayet Star,10,43,35,10h 43m 35s,160.89583333333334,,,,
J104351,31001018,11000011,21000097,C3,,10,43,51,10h 43m 51s,160.9625,,,,
J104404,31001643,11000020,21000193,C4,,10,44,4,10h 44m 04s,161.01666666666668,,,,
J104416,31001261,11000014,21000135,C3,Pulsar,10,44,16,10h 44m 16s,161.06666666666666,,,,
J104421,31001331,11000015,21000146,C3,Cataclysmic Variable,10,44,21,10h 44m 21s,161.0875,,,,
J104439,31000201,11000002,21000006,C1,Wolf-Rayet Star,10,44,39,10h 44m 39s,161.1625,,,,
J104448,31001936,11000024,21000239,C5,Magnetar,10,44,48,10h 44m 48s,161.2,,,,
J104459,31001006,11000011,21000095,C3,Red Giant,10,44,59,10h 44m 59s,161.24583333333334,,,,
J104502,31001556,11000019,21000180,C4,,10,45,2,10h 45m 02s,161.25833333333333,,,,
J104515,31000729,11000007,21000057,C2,Wolf-Rayet Star,10,45,15,10h 45m 15s,161.3125,,,,
J104517,31000597,11000006,21000044,C2,,10,45,17,10h 45m 17s,161.32083333333333,,,,
J104537,31002152,11000027,21000268,C5,Black Hole,10,45,37,10h 45m 37s,161.40416666666667,,,,
J104603,31001492,11000018,21000170,C4,Pulsar,10,46,3,10h 46m 03s,161.5125,,,,
J104606,31000691,11000006,21000053,C2,Pulsar,10,46,6,10h 46m 06s,161.525,,,,
J104617,31002501,11000026,21000258,C5,Cataclysmic Variable,10,46,17,10h 46m 17s,161.57083333333333,,,,
J104624,31001645,11000020,21000194,C4,,10,46,24,10h 46m 24s,161.6,,,,
J104626,31001198,11000013,21000125,C3,,10,46,26,10h 46m 26s,161.60833333333332,,,,
J104628,31000163,11000002,21000003,C1,,10,46,28,10h 46m 28s,161.61666666666667,,,,
J104632,31002421,11000030,21000304,C6,,10,46,32,10h 46m 32s,161.63333333333333,,,,
J104643,31001135,11000012,21000115,C3,Wolf-Rayet Star,10,46,43,10h 46m 43s,161.67916666666667,,,,
J104649,31001453,11000017,21000164,C4,Magnetar,10,46,49,10h 46m 49s,161.70416666666668,,,,
J104654,31000897,11000009,21000078,C3,,10,46,54,10h 46m 54s,161.725,,,,
J104704,31002291,11000029,21000287,C5,,10,47,4,10h 47m 04s,161.76666666666668,,,,
J104714,31001599,11000019,21000186,C4,Pulsar,10,47,14,10h 47m 14s,161.80833333333334,,,,
J104718,31000630,11000006,21000047,C2,Wolf-Rayet Star,10,47,18,10h 47m 18s,161.825,,,,
J104723,31001724,11000021,21000206,C4,Pulsar,10,47,23,10h 47m 23s,161.84583333333333,,,,
J104729,31001769,11000022,21000213,C4,Red Giant,10,47,29,10h 47m 29s,161.87083333333334,,,,
J104754,31001379,11000016,21000153,C4,,10,47,54,10h 47m 54s,161.975,,,,
J104802,31000676,11000006,21000052,C2,,10,48,2,10h 48m 02s,162.00833333333333,,,,
J104809,31002352,11000029,21000294,C5,Black Hole,10,48,9,10h 48m 09s,162.0375,,,,
J104815,31001312,11000014,21000143,C3,,10,48,15,10h 48m 15s,162.0625,,,,
J104820,31000544,11000005,21000039,C2,,10,48,20,10h 48m 20s,162.08333333333334,,,,
J104835,31001264,11000014,21000135,C3,,10,48,35,10h 48m 35s,162.14583333333334,,,,
J104837,31001116,11000012,21000112,C3,,10,48,37,10h 48m 37s,162.15416666666667,,,,
J104841,31001262,11000014,21000135,C3,,10,48,41,10h 48m 41s,162.17083333333332,,,,
J104846,31002116,11000026,21000263,C5,Red Giant,10,48,46,10h 48m 46s,162.19166666666666,,,,
J104850,31000572,11000006,21000042,C2,,10,48,50,10h 48m 50s,162.20833333333334,,,,
J104857,31002444,11000030,21000307,C6,Magnetar,10,48,57,10h 48m 57s,162.2375,,,,
J104859,31002367,11000030,21000297,C6,Pulsar,10,48,59,10h 48m 59s,162.24583333333334,,,,
J104903,31001212,11000013,21000127,C3,,10,49,3,10h 49m 03s,162.2625,,,,
J104905,31001046,11000011,21000102,C3,,10,49,5,10h 49m 05s,162.27083333333334,,,,
J104921,31002394,11000030,21000300,C6,,10,49,21,10h 49m 21s,162.3375,,,,
J104948,31001844,11000022,21000225,C4,Cataclysmic Variable,10,49,48,10h 49m 48s,162.45,,,,
J105000,31000547,11000005,21000039,C2,Magnetar,10,50,0,10h 50m 00s,162.5,,,,
J105002,31000888,11000009,21000077,C3,,10,50,2,10h 50m 02s,162.50833333333333,,,,
J105007,31000891,11000009,21000077,C3,Magnetar,10,50,7,10h 50m 07s,162.52916666666667,,,,
J105013,31000316,11000003,21000017,C1,Cataclysmic Variable,10,50,13,10h 50m 13s,162.55416666666667,,,,
J105017,31001061,11000011,21000104,C3,Pulsar,10,50,17,10h 50m 17s,162.57083333333333,,,,
J105023,31002437,11000030,21000306,C6,Wolf-Rayet Star,10,50,23,10h 50m 23s,162.59583333333333,,,,
J105033,31001234,11000014,21000131,C3,,10,50,33,10h 50m 33s,162.6375,,,,
J105039,31000070,11000001,21000317,C1,Pulsar,10,50,39,10h 50m 39s,162.6625,,,,
J105059,31002214,11000028,21000276,C5,Magnetar,10,50,59,10h 50m 59s,162.74583333333334,,,,
J105102,31000934,11000009,21000084,C3,Wolf-Rayet Star,10,51,2,10h 51m 02s,162.75833333333333,,,,
J105123,31000779,11000008,21000062,C2,,10,51,23,10h 51m 23s,162.84583333333333,,,,
J105135,31002168,11000027,21000270,C5,Red Giant,10,51,35,10h 51m 35s,162.89583333333334,,,,
J105201,31001355,11000015,21000149,C3,Cataclysmic Variable,10,52,1,10h 52m 01s,163.00416666666666,,,,
J105203,31000502,11000005,21000035,C2,,10,52,3,10h 52m 03s,163.0125,,,,
J105232,31000280,11000002,21000013,C1,,10,52,32,10h 52m 32s,163.13333333333333,,,,
J105244,31000800,11000008,21000064,C2,Black Hole,10,52,44,10h 52m 44s,163.18333333333334,,,,
J105246,31002257,11000028,21000282,C5,,10,52,46,10h 52m 46s,163.19166666666666,,,,
J105311,31000807,11000008,21000065,C2,,10,53,11,10h 53m 11s,163.29583333333332,,,,
J105319,31001865,11000023,21000229,C4,,10,53,19,10h 53m 19s,163.32916666666668,,,,
J105321,31000469,11000005,21000032,C2,,10,53,21,10h 53m 21s,163.3375,,,,
J105342,31000732,11000007,21000057,C2,,10,53,42,10h 53m 42s,163.425,,,,
J105346,31001450,11000017,21000164,C4,Wolf-Rayet Star,10,53,46,10h 53m 46s,163.44166666666666,,,,
J105348,31001863,11000023,21000228,C4,Red Giant,10,53,48,10h 53m 48s,163.45,,,,
J105352,31000563,11000006,21000041,C2,,10,53,52,10h 53m 52s,163.46666666666667,,,,
J105409,31001130,11000012,21000114,C3,,10,54,9,10h 54m 09s,163.5375,,,,
J105411,31001495,11000018,21000171,C4,,10,54,11,10h 54m 11s,163.54583333333332,,,,
J105415,31001434,11000016,21000161,C4,Cataclysmic Variable,10,54,15,10h 54m 15s,163.5625,,,,
J105433,31001861,11000023,21000228,C4,,10,54,33,10h 54m 33s,163.6375,,,,
J105439,31000701,11000006,21000054,C2,,10,54,39,10h 54m 39s,163.6625,,,,
J105441,31001928,11000024,21000238,C5,,10,54,41,10h 54m 41s,163.67083333333332,,,,
J105443,31000007,11000001,21000311,C1,,10,54,43,10h 54m 43s,163.67916666666667,,,,
J105447,31001221,11000014,21000129,C3,,10,54,47,10h 54m 47s,163.69583333333333,,,,
J105504,31002089,11000026,21000259,C5,Black Hole,10,55,4,10h 55m 04s,163.76666666666668,,,,
J105521,31000044,11000001,21000314,C1,Red Giant,10,55,21,10h 55m 21s,163.8375,,,,
J105531,31002359,11000029,21000295,C5,,10,55,31,10h 55m 31s,163.87916666666666,,,,
J105544,31000591,11000006,21000044,C2,Cataclysmic Variable,10,55,44,10h 55m 44s,163.93333333333334,,,,
J105546,31001417,11000016,21000159,C4,Wolf-Rayet Star,10,55,46,10h 55m 46s,163.94166666666666,,,,
J105549,31001346,11000015,21000148,C3,,10,55,49,10h 55m 49s,163.95416666666668,,,,
J105607,31002232,11000028,21000279,C5,Cataclysmic Variable,10,56,7,10h 56m 07s,164.02916666666667,,,,
J105621,31001762,11000021,21000212,C4,Red Giant,10,56,21,10h 56m 21s,164.0875,,,,
J105623,31002106,11000026,21000261,C5,Magnetar,10,56,23,10h 56m 23s,164.09583333333333,,,,
J105632,31000144,11000002,21000001,C1,,10,56,32,10h 56m 32s,164.13333333333333,,,,
J105642,31000299,11000003,21000015,C1,,10,56,42,10h 56m 42s,164.175,,,,
J105700,31000232,11000002,21000009,C1,,10,57,0,10h 57m 00s,164.25,,,,
J105705,31002373,11000030,21000297,C6,Cataclysmic Variable,10,57,5,10h 57m 05s,164.27083333333334,,,,
J105711,31000017,11000001,21000312,C1,Cataclysmic Variable,10,57,11,10h 57m 11s,164.29583333333332,,,,
J105719,31002160,11000027,21000269,C5,Black Hole,10,57,19,10h 57m 19s,164.32916666666668,,,,
J105722,31002330,11000029,21000292,C5,,10,57,22,10h 57m 22s,164.34166666666667,,,,
J105726,31001455,11000017,21000165,C4,,10,57,26,10h 57m 26s,164.35833333333332,,,,
J105801,31002436,11000030,21000306,C6,Pulsar,10,58,1,10h 58m 01s,164.50416666666666,,,,
J105803,31000470,11000005,21000032,C2,,10,58,3,10h 58m 03s,164.5125,,,,
J105822,31002113,11000026,21000262,C5,Wolf-Rayet Star,10,58,22,10h 58m 22s,164.59166666666667,,,,
J105835,31001740,11000021,21000209,C4,,10,58,35,10h 58m 35s,164.64583333333334,,,,
J105837,31000228,11000002,21000009,C1,,10,58,37,10h 58m 37s,164.65416666666667,,,,
J105849,31002068,11000026,21000256,C5,Wolf-Rayet Star,10,58,49,10h 58m 49s,164.70416666666668,,,,
J105858,31001778,11000022,21000215,C4,Wolf-Rayet Star,10,58,58,10h 58m 58s,164.74166666666667,,,,
J105934,31002487,11000030,21000298,C6,Magnetar,10,59,34,10h 59m 34s,164.89166666666668,,,,
J105936,31000073,11000001,21000318,C1,Red Giant,10,59,36,10h 59m 36s,164.9,,,,
J105942,31000128,11000001,21000323,C1,Cataclysmic Variable,10,59,42,10h 59m 42s,164.925,,,,
J105951,31000368,11000004,21000022,C2,,10,59,51,10h 59m 51s,164.9625,,,,
J110016,31001498,11000018,21000171,C4,Red Giant,11,0,16,11h 00m 16s,165.06666666666666,,,,
J110018,31002020,11000025,21000250,C5,,11,0,18,11h 00m 18s,165.075,,,,
J110034,31001335,11000015,21000147,C3,,11,0,34,11h 00m 34s,165.14166666666668,,,,
J110043,31000429,11000004,21000028,C2,,11,0,43,11h 00m 43s,165.17916666666667,,,,
J110051,31000194,11000002,21000005,C1,,11,0,51,11h 00m 51s,165.2125,,,,
J110101,31000156,11000002,21000002,C1,,11,1,1,11h 01m 01s,165.25416666666666,,,,
J110108,31000157,11000002,21000002,C1,,11,1,8,11h 01m 08s,165.28333333333333,,,,
J110117,31001978,11000025,21000244,C5,,11,1,17,11h 01m 17s,165.32083333333333,,,,
J110121,31001197,11000013,21000125,C3,Wolf-Rayet Star,11,1,21,11h 01m 21s,165.3375,,,,
J110126,31000275,11000002,21000013,C1,,11,1,26,11h 01m 26s,165.35833333333332,,,,
J110145,31000002,11000033,21000334,BARBICAN,Cataclysmic Variable,11,1,45,11h 01m 45s,165.4375,,,,
J110213,31000130,11000001,21000323,C1,,11,2,13,11h 02m 13s,165.55416666666667,,,,
J110226,31001330,11000015,21000146,C3,Cataclysmic Variable,11,2,26,11h 02m 26s,165.60833333333332,,,,
J110316,31000506,11000005,21000035,C2,,11,3,16,11h 03m 16s,165.81666666666666,,,,
J110408,31000422,11000004,21000027,C2,,11,4,8,11h 04m 08s,166.03333333333333,,,,
J110411,31001211,11000013,21000127,C3,,11,4,11,11h 04m 11s,166.04583333333332,,,,
J110413,31000562,11000006,21000041,C2,,11,4,13,11h 04m 13s,166.05416666666667,,,,
J110417,31001735,11000021,21000208,C4,,11,4,17,11h 04m 17s,166.07083333333333,,,,
J110421,31002401,11000030,21000301,C6,Wolf-Rayet Star,11,4,21,11h 04m 21s,166.0875,,,,
J110425,31001170,11000012,21000120,C3,Pulsar,11,4,25,11h 04m 25s,166.10416666666666,,,,
J110431,31000087,11000001,21000319,C1,Cataclysmic Variable,11,4,31,11h 04m 31s,166.12916666666666,,,,
J110448,31000901,11000009,21000079,C3,,11,4,48,11h 04m 48s,166.2,,,,
J110530,31002245,11000028,21000281,C5,Magnetar,11,5,30,11h 05m 30s,166.375,,,,
J110538,31000578,11000006,21000042,C2,Red Giant,11,5,38,11h 05m 38s,166.40833333333333,,,,
J110545,31000168,11000002,21000003,C1,,11,5,45,11h 05m 45s,166.4375,,,,
J110550,31001905,11000024,21000234,C5,,11,5,50,11h 05m 50s,166.45833333333334,,,,
J110555,31000688,11000006,21000053,C2,,11,5,55,11h 05m 55s,166.47916666666666,,,,
J110605,31000249,11000002,21000010,C1,,11,6,5,11h 06m 05s,166.52083333333334,,,,
J110628,31001982,11000025,21000244,C5,Red Giant,11,6,28,11h 06m 28s,166.61666666666667,,,,
J110634,31002268,11000028,21000284,C5,Cataclysmic Variable,11,6,34,11h 06m 34s,166.64166666666668,,,,
J110651,31000137,11000001,21000323,C1,,11,6,51,11h 06m 51s,166.7125,,,,
J110656,31000439,11000004,21000029,C2,,11,6,56,11h 06m 56s,166.73333333333332,,,,
J110706,31000949,11000010,21000087,C3,,11,7,6,11h 07m 06s,166.775,,,,
J110719,31001526,11000019,21000175,C4,,11,7,19,11h 07m 19s,166.82916666666668,,,,
J110736,31001486,11000018,21000170,C4,Wolf-Rayet Star,11,7,36,11h 07m 36s,166.9,,,,
J110738,31001314,11000014,21000143,C3,,11,7,38,11h 07m 38s,166.90833333333333,,,,
J110750,31000083,11000001,21000318,C1,,11,7,50,11h 07m 50s,166.95833333333334,,,,
J110759,31002354,11000029,21000295,C5,,11,7,59,11h 07m 59s,166.99583333333334,,,,
J110810,31002417,11000030,21000304,C6,Black Hole,11,8,10,11h 08m 10s,167.04166666666666,,,,
J110823,31000478,11000005,21000032,C2,Red Giant,11,8,23,11h 08m 23s,167.09583333333333,,,,
J110834,31002404,11000030,21000302,C6,,11,8,34,11h 08m 34s,167.14166666666668,,,,
J110841,31002170,11000027,21000270,C5,,11,8,41,11h 08m 41s,167.17083333333332,,,,
J110906,31000151,11000002,21000002,C1,,11,9,6,11h 09m 06s,167.275,,,,
J110910,31000645,11000006,21000049,C2,,11,9,10,11h 09m 10s,167.29166666666666,,,,
J110915,31001766,11000022,21000213,C4,,11,9,15,11h 09m 15s,167.3125,,,,
J110924,31001121,11000012,21000113,C3,,11,9,24,11h 09m 24s,167.35,,,,
J110938,31001975,11000025,21000244,C5,,11,9,38,11h 09m 38s,167.40833333333333,,,,
J110946,31002356,11000029,21000295,C5,,11,9,46,11h 09m 46s,167.44166666666666,,,,
J111000,31001950,11000024,21000240,C5,,11,10,0,11h 10m 00s,167.5,,,,
J111003,31002320,11000029,21000291,C5,Cataclysmic Variable,11,10,3,11h 10m 03s,167.5125,,,,
J111007,31001662,11000021,21000196,C4,,11,10,7,11h 10m 07s,167.52916666666667,,,,
J111009,31001733,11000021,21000207,C4,,11,10,9,11h 10m 09s,167.5375,,,,
J111011,31000397,11000004,21000024,C2,,11,10,11,11h 10m 11s,167.54583333333332,,,,
J111029,31001411,11000016,21000158,C4,,11,10,29,11h 10m 29s,167.62083333333334,,,,
J111031,31001024,11000011,21000098,C3,Magnetar,11,10,31,11h 10m 31s,167.62916666666666,,,,
J111038,31000879,11000008,21000075,C2,,11,10,38,11h 10m 38s,167.65833333333333,,,,
J111106,31001912,11000024,21000235,C5,Cataclysmic Variable,11,11,6,11h 11m 06s,167.775,,,,
J111141,31000690,11000006,21000053,C2,,11,11,41,11h 11m 41s,167.92083333333332,,,,
J111150,31002074,11000026,21000257,C5,Red Giant,11,11,50,11h 11m 50s,167.95833333333334,,,,
J111159,31000731,11000007,21000057,C2,,11,11,59,11h 11m 59s,167.99583333333334,,,,
J111214,31000975,11000010,21000091,C3,,11,12,14,11h 12m 14s,168.05833333333334,,,,
J111218,31000889,11000009,21000077,C3,,11,12,18,11h 12m 18s,168.075,,,,
J111220,31001887,11000024,21000232,C5,,11,12,20,11h 12m 20s,168.08333333333334,,,,
J111227,31002262,11000028,21000283,C5,Wolf-Rayet Star,11,12,27,11h 12m 27s,168.1125,,,,
J111245,31002491,11000028,21000278,C5,,11,12,45,11h 12m 45s,168.1875,,,,
J111249,31002231,11000028,21000279,C5,,11,12,49,11h 12m 49s,168.20416666666668,,,,
J111255,31001012,11000011,21000096,C3,,11,12,55,11h 12m 55s,168.22916666666666,,,,
J111301,31000020,11000001,21000312,C1,Cataclysmic Variable,11,13,1,11h 13m 01s,168.25416666666666,,,,
J111309,31001026,11000011,21000099,C3,,11,13,9,11h 13m 09s,168.2875,,,,
J111329,31001479,11000018,21000169,C4,Red Giant,11,13,29,11h 13m 29s,168.37083333333334,,,,
J111355,31000893,11000009,21000078,C3,,11,13,55,11h 13m 55s,168.47916666666666,,,,
J111404,31001449,11000017,21000164,C4,Cataclysmic Variable,11,14,4,11h 14m 04s,168.51666666666668,,,,
J111421,31001049,11000011,21000102,C3,Cataclysmic Variable,11,14,21,11h 14m 21s,168.5875,,,,
J111447,31002470,11000030,21000310,C6,,11,14,47,11h 14m 47s,168.69583333333333,,,,
J111450,31002382,11000030,21000299,C6,Cataclysmic Variable,11,14,50,11h 14m 50s,168.70833333333334,,,,
J111458,31001671,11000021,21000198,C4,,11,14,58,11h 14m 58s,168.74166666666667,,,,
J111508,31000406,11000004,21000025,C2,,11,15,8,11h 15m 08s,168.78333333333333,,,,
J111518,31002248,11000028,21000281,C5,,11,15,18,11h 15m 18s,168.825,,,,
J111520,31002407,11000030,21000302,C6,Black Hole,11,15,20,11h 15m 20s,168.83333333333334,,,,
J111543,31002287,11000029,21000286,C5,,11,15,43,11h 15m 43s,168.92916666666667,,,,
J111555,31001466,11000018,21000167,C4,,11,15,55,11h 15m 55s,168.97916666666666,,,,
J111557,31000377,11000004,21000023,C2,,11,15,57,11h 15m 57s,168.9875,,,,
J111603,31001051,11000011,21000102,C3,,11,16,3,11h 16m 03s,169.0125,,,,
J111613,31002318,11000029,21000290,C5,Cataclysmic Variable,11,16,13,11h 16m 13s,169.05416666666667,,,,
J111617,31001813,11000022,21000220,C4,Black Hole,11,16,17,11h 16m 17s,169.07083333333333,,,,
J111619,31000929,11000009,21000083,C3,,11,16,19,11h 16m 19s,169.07916666666668,,,,
J111629,31001727,11000021,21000207,C4,Cataclysmic Variable,11,16,29,11h 16m 29s,169.12083333333334,,,,
J111634,31000890,11000009,21000077,C3,,11,16,34,11h 16m 34s,169.14166666666668,,,,
J111640,31002316,11000029,21000290,C5,Wolf-Rayet Star,11,16,40,11h 16m 40s,169.16666666666666,,,,
J111644,31001713,11000021,21000205,C4,Cataclysmic Variable,11,16,44,11h 16m 44s,169.18333333333334,,,,
J111707,31000102,11000001,21000320,C1,,11,17,7,11h 17m 07s,169.27916666666667,,,,
J111740,31000366,11000004,21000022,C2,,11,17,40,11h 17m 40s,169.41666666666666,,,,
J111753,31001770,11000022,21000213,C4,Pulsar,11,17,53,11h 17m 53s,169.47083333333333,,,,
J111758,31001456,11000017,21000165,C4,Cataclysmic Variable,11,17,58,11h 17m 58s,169.49166666666667,,,,
J111805,31000923,11000009,21000082,C3,Wolf-Rayet Star,11,18,5,11h 18m 05s,169.52083333333334,,,,
J111811,31000342,11000003,21000019,C1,,11,18,11,11h 18m 11s,169.54583333333332,,,,
